Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1083713,-,-,-,35.73,-79.18,-5,156,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,GHI,Clearsky GHI,Cloud Type
2008,1,1,0,0,0,0,0
2008,1,1,0,30,0,0,0
2008,1,1,1,0,0,0,0
2008,1,1,1,30,0,0,0
2008,1,1,2,0,0,0,0
2008,1,1,2,30,0,0,0
2008,1,1,3,0,0,0,0
2008,1,1,3,30,0,0,0
2008,1,1,4,0,0,0,0
2008,1,1,4,30,0,0,0
2008,1,1,5,0,0,0,0
2008,1,1,5,30,0,0,0
2008,1,1,6,0,0,0,0
2008,1,1,6,30,0,0,0
2008,1,1,7,0,0,0,0
2008,1,1,7,30,0,0,0
2008,1,1,8,0,57,57,0
2008,1,1,8,30,136,136,0
2008,1,1,9,0,223,223,0
2008,1,1,9,30,304,304,0
2008,1,1,10,0,385,385,0
2008,1,1,10,30,449,449,0
2008,1,1,11,0,503,503,0
2008,1,1,11,30,539,539,0
2008,1,1,12,0,561,561,0
2008,1,1,12,30,565,565,0
2008,1,1,13,0,554,554,0
2008,1,1,13,30,525,525,0
2008,1,1,14,0,482,482,0
2008,1,1,14,30,424,424,0
2008,1,1,15,0,353,353,0
2008,1,1,15,30,273,273,0
2008,1,1,16,0,185,185,0
2008,1,1,16,30,97,97,0
2008,1,1,17,0,21,21,0
2008,1,1,17,30,0,0,0
2008,1,1,18,0,0,0,0
2008,1,1,18,30,0,0,0
2008,1,1,19,0,0,0,0
2008,1,1,19,30,0,0,0
2008,1,1,20,0,0,0,0
2008,1,1,20,30,0,0,0
2008,1,1,21,0,0,0,0
2008,1,1,21,30,0,0,0
2008,1,1,22,0,0,0,0
2008,1,1,22,30,0,0,0
2008,1,1,23,0,0,0,0
2008,1,1,23,30,0,0,0
2008,1,2,0,0,0,0,0
2008,1,2,0,30,0,0,0
2008,1,2,1,0,0,0,0
2008,1,2,1,30,0,0,0
2008,1,2,2,0,0,0,0
2008,1,2,2,30,0,0,0
2008,1,2,3,0,0,0,0
2008,1,2,3,30,0,0,0
2008,1,2,4,0,0,0,0
2008,1,2,4,30,0,0,0
2008,1,2,5,0,0,0,0
2008,1,2,5,30,0,0,0
2008,1,2,6,0,0,0,0
2008,1,2,6,30,0,0,0
2008,1,2,7,0,0,0,0
2008,1,2,7,30,0,0,0
2008,1,2,8,0,66,66,0
2008,1,2,8,30,152,152,0
2008,1,2,9,0,236,236,0
2008,1,2,9,30,318,318,0
2008,1,2,10,0,228,386,4
2008,1,2,10,30,323,448,4
2008,1,2,11,0,259,494,4
2008,1,2,11,30,375,528,7
2008,1,2,12,0,222,548,4
2008,1,2,12,30,398,550,4
2008,1,2,13,0,543,543,0
2008,1,2,13,30,514,514,0
2008,1,2,14,0,474,474,0
2008,1,2,14,30,417,417,0
2008,1,2,15,0,349,349,0
2008,1,2,15,30,269,269,0
2008,1,2,16,0,183,183,0
2008,1,2,16,30,95,95,0
2008,1,2,17,0,21,21,0
2008,1,2,17,30,0,0,0
2008,1,2,18,0,0,0,0
2008,1,2,18,30,0,0,0
2008,1,2,19,0,0,0,0
2008,1,2,19,30,0,0,0
2008,1,2,20,0,0,0,0
2008,1,2,20,30,0,0,0
2008,1,2,21,0,0,0,0
2008,1,2,21,30,0,0,0
2008,1,2,22,0,0,0,0
2008,1,2,22,30,0,0,0
2008,1,2,23,0,0,0,0
2008,1,2,23,30,0,0,0
2008,1,3,0,0,0,0,0
2008,1,3,0,30,0,0,0
2008,1,3,1,0,0,0,0
2008,1,3,1,30,0,0,0
2008,1,3,2,0,0,0,0
2008,1,3,2,30,0,0,0
2008,1,3,3,0,0,0,0
2008,1,3,3,30,0,0,0
2008,1,3,4,0,0,0,0
2008,1,3,4,30,0,0,0
2008,1,3,5,0,0,0,0
2008,1,3,5,30,0,0,0
2008,1,3,6,0,0,0,0
2008,1,3,6,30,0,0,0
2008,1,3,7,0,0,0,0
2008,1,3,7,30,0,0,0
2008,1,3,8,0,67,67,0
2008,1,3,8,30,155,155,0
2008,1,3,9,0,245,245,0
2008,1,3,9,30,330,330,0
2008,1,3,10,0,407,407,0
2008,1,3,10,30,471,471,0
2008,1,3,11,0,521,521,0
2008,1,3,11,30,556,556,0
2008,1,3,12,0,576,576,0
2008,1,3,12,30,579,579,0
2008,1,3,13,0,565,565,0
2008,1,3,13,30,535,535,0
2008,1,3,14,0,491,491,0
2008,1,3,14,30,432,432,0
2008,1,3,15,0,361,361,0
2008,1,3,15,30,279,279,0
2008,1,3,16,0,191,191,0
2008,1,3,16,30,102,102,0
2008,1,3,17,0,24,24,0
2008,1,3,17,30,0,0,0
2008,1,3,18,0,0,0,0
2008,1,3,18,30,0,0,0
2008,1,3,19,0,0,0,0
2008,1,3,19,30,0,0,0
2008,1,3,20,0,0,0,0
2008,1,3,20,30,0,0,0
2008,1,3,21,0,0,0,0
2008,1,3,21,30,0,0,0
2008,1,3,22,0,0,0,0
2008,1,3,22,30,0,0,0
2008,1,3,23,0,0,0,0
2008,1,3,23,30,0,0,0
2008,1,4,0,0,0,0,0
2008,1,4,0,30,0,0,0
2008,1,4,1,0,0,0,0
2008,1,4,1,30,0,0,0
2008,1,4,2,0,0,0,0
2008,1,4,2,30,0,0,0
2008,1,4,3,0,0,0,0
2008,1,4,3,30,0,0,0
2008,1,4,4,0,0,0,0
2008,1,4,4,30,0,0,0
2008,1,4,5,0,0,0,0
2008,1,4,5,30,0,0,0
2008,1,4,6,0,0,0,0
2008,1,4,6,30,0,0,0
2008,1,4,7,0,0,0,0
2008,1,4,7,30,0,0,0
2008,1,4,8,0,64,64,0
2008,1,4,8,30,149,149,0
2008,1,4,9,0,237,237,0
2008,1,4,9,30,319,319,0
2008,1,4,10,0,393,393,0
