Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1083713,-,-,-,35.73,-79.18,-5,156,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,GHI,Clearsky GHI,Cloud Type
2000,1,1,0,0,0,0,0
2000,1,1,0,30,0,0,0
2000,1,1,1,0,0,0,0
2000,1,1,1,30,0,0,0
2000,1,1,2,0,0,0,0
2000,1,1,2,30,0,0,0
2000,1,1,3,0,0,0,0
2000,1,1,3,30,0,0,0
2000,1,1,4,0,0,0,1
2000,1,1,4,30,0,0,1
2000,1,1,5,0,0,0,0
2000,1,1,5,30,0,0,0
2000,1,1,6,0,0,0,0
2000,1,1,6,30,0,0,0
2000,1,1,7,0,0,0,0
2000,1,1,7,30,0,0,0
2000,1,1,8,0,54,54,0
2000,1,1,8,30,129,129,0
2000,1,1,9,0,209,209,0
2000,1,1,9,30,286,286,0
2000,1,1,10,0,357,357,0
2000,1,1,10,30,416,416,0
2000,1,1,11,0,464,464,0
2000,1,1,11,30,497,497,0
2000,1,1,12,0,516,516,0
2000,1,1,12,30,518,518,0
2000,1,1,13,0,508,508,0
2000,1,1,13,30,480,480,0
2000,1,1,14,0,439,439,0
2000,1,1,14,30,384,384,0
2000,1,1,15,0,317,317,0
2000,1,1,15,30,242,242,0
2000,1,1,16,0,161,161,0
2000,1,1,16,30,81,81,0
2000,1,1,17,0,17,17,0
2000,1,1,17,30,0,0,0
2000,1,1,18,0,0,0,0
2000,1,1,18,30,0,0,4
2000,1,1,19,0,0,0,4
2000,1,1,19,30,0,0,4
2000,1,1,20,0,0,0,0
2000,1,1,20,30,0,0,1
2000,1,1,21,0,0,0,0
2000,1,1,21,30,0,0,0
2000,1,1,22,0,0,0,0
2000,1,1,22,30,0,0,0
2000,1,1,23,0,0,0,1
2000,1,1,23,30,0,0,3
2000,1,2,0,0,0,0,1
2000,1,2,0,30,0,0,1
2000,1,2,1,0,0,0,0
2000,1,2,1,30,0,0,0
2000,1,2,2,0,0,0,1
2000,1,2,2,30,0,0,1
2000,1,2,3,0,0,0,0
2000,1,2,3,30,0,0,1
2000,1,2,4,0,0,0,3
2000,1,2,4,30,0,0,4
2000,1,2,5,0,0,0,4
2000,1,2,5,30,0,0,1
2000,1,2,6,0,0,0,4
2000,1,2,6,30,0,0,7
2000,1,2,7,0,0,0,7
2000,1,2,7,30,0,0,0
2000,1,2,8,0,57,57,0
2000,1,2,8,30,135,135,0
2000,1,2,9,0,218,218,0
2000,1,2,9,30,204,296,3
2000,1,2,10,0,366,366,0
2000,1,2,10,30,425,425,0
2000,1,2,11,0,472,472,0
2000,1,2,11,30,385,505,2
2000,1,2,12,0,289,522,8
2000,1,2,12,30,309,525,3
2000,1,2,13,0,368,513,3
2000,1,2,13,30,384,486,8
2000,1,2,14,0,306,445,7
2000,1,2,14,30,331,390,8
2000,1,2,15,0,231,326,3
2000,1,2,15,30,250,250,1
2000,1,2,16,0,111,169,3
2000,1,2,16,30,88,88,0
2000,1,2,17,0,19,19,0
2000,1,2,17,30,0,0,0
2000,1,2,18,0,0,0,0
2000,1,2,18,30,0,0,1
2000,1,2,19,0,0,0,7
2000,1,2,19,30,0,0,7
2000,1,2,20,0,0,0,7
2000,1,2,20,30,0,0,7
2000,1,2,21,0,0,0,7
2000,1,2,21,30,0,0,3
2000,1,2,22,0,0,0,3
2000,1,2,22,30,0,0,3
2000,1,2,23,0,0,0,7
2000,1,2,23,30,0,0,4
2000,1,3,0,0,0,0,4
2000,1,3,0,30,0,0,7
2000,1,3,1,0,0,0,7
2000,1,3,1,30,0,0,7
2000,1,3,2,0,0,0,7
2000,1,3,2,30,0,0,7
2000,1,3,3,0,0,0,7
2000,1,3,3,30,0,0,7
2000,1,3,4,0,0,0,4
2000,1,3,4,30,0,0,4
2000,1,3,5,0,0,0,3
2000,1,3,5,30,0,0,7
2000,1,3,6,0,0,0,1
2000,1,3,6,30,0,0,0
2000,1,3,7,0,0,0,1
2000,1,3,7,30,0,0,3
2000,1,3,8,0,22,57,3
2000,1,3,8,30,54,136,3
2000,1,3,9,0,118,218,4
2000,1,3,9,30,235,296,3
2000,1,3,10,0,286,366,3
2000,1,3,10,30,265,426,3
2000,1,3,11,0,474,474,0
2000,1,3,11,30,507,507,0
2000,1,3,12,0,526,526,0
2000,1,3,12,30,418,529,3
2000,1,3,13,0,332,517,4
2000,1,3,13,30,445,490,7
2000,1,3,14,0,355,449,7
2000,1,3,14,30,394,394,1
2000,1,3,15,0,271,328,8
2000,1,3,15,30,208,252,8
2000,1,3,16,0,96,171,4
2000,1,3,16,30,50,89,7
2000,1,3,17,0,11,21,4
2000,1,3,17,30,0,0,4
2000,1,3,18,0,0,0,4
2000,1,3,18,30,0,0,4
2000,1,3,19,0,0,0,4
2000,1,3,19,30,0,0,7
2000,1,3,20,0,0,0,7
2000,1,3,20,30,0,0,7
2000,1,3,21,0,0,0,7
2000,1,3,21,30,0,0,7
2000,1,3,22,0,0,0,7
2000,1,3,22,30,0,0,7
2000,1,3,23,0,0,0,7
2000,1,3,23,30,0,0,7
2000,1,4,0,0,0,0,7
2000,1,4,0,30,0,0,7
2000,1,4,1,0,0,0,7
2000,1,4,1,30,0,0,8
2000,1,4,2,0,0,0,7
2000,1,4,2,30,0,0,7
2000,1,4,3,0,0,0,7
2000,1,4,3,30,0,0,7
2000,1,4,4,0,0,0,7
2000,1,4,4,30,0,0,7
2000,1,4,5,0,0,0,7
2000,1,4,5,30,0,0,7
2000,1,4,6,0,0,0,7
2000,1,4,6,30,0,0,7
2000,1,4,7,0,0,0,7
2000,1,4,7,30,0,0,7
2000,1,4,8,0,37,55,7
2000,1,4,8,30,89,131,8
2000,1,4,9,0,177,210,8
2000,1,4,9,30,230,286,8
2000,1,4,10,0,157,354,4
2000,1,4,10,30,52,412,4
2000,1,4,11,0,58,457,
2000,1,4,11,30,62,490,
2000,1,4,12,0,278,507,
2000,1,4,12,30,279,509,
2000,1,4,13,0,272,495,4
2000,1,4,13,30,135,468,8
2000,1,4,14,0,144,425,4
2000,1,4,14,30,45,371,4
2000,1,4,15,0,22,306,7
2000,1,4,15,30,35,233,4
2000,1,4,16,0,44,153,4
2000,1,4,16,30,22,78,4
2000,1,4,17,0,5,17,4
2000,1,4,17,30,0,0,7
2000,1,4,18,0,0,0,7
2000,1,4,18,30,0,0,8
2000,1,4,19,0,0,0,4
2000,1,4,19,30,0,0,4
2000,1,4,20,0,0,0,4
2000,1,4,20,30,0,0,7
2000,1,4,21,0,0,0,7
2000,1,4,21,30,0,0,7
2000,1,4,22,0,0,0,7
2000,1,4,22,30,0,0,1
2000,1,4,23,0,0,0,0
2000,1,4,23,30,0,0,0
2000,1,5,0,0,0,0,0
2000,1,5,0,30,0,0,0
2000,1,5,1,0,0,0,0
2000,1,5,1,30,0,0,0
2000,1,5,2,0,0,0,0
2000,1,5,2,30,0,0,0
2000,1,5,3,0,0,0,0
2000,1,5,3,30,0,0,0
2000,1,5,4,0,0,0,0
2000,1,5,4,30,0,0,0
2000,1,5,5,0,0,0,0
2000,1,5,5,30,0,0,0
2000,1,5,6,0,0,0,0
2000,1,5,6,30,0,0,0
2000,1,5,7,0,0,0,0
2000,1,5,7,30,0,0,0
2000,1,5,8,0,65,65,0
2000,1,5,8,30,152,152,0
2000,1,5,9,0,242,242,0
2000,1,5,9,30,326,326,0
2000,1,5,10,0,402,402,0
2000,1,5,10,30,465,465,0
2000,1,5,11,0,515,515,0
2000,1,5,11,30,550,550,0
2000,1,5,12,0,570,570,0
2000,1,5,12,30,574,574,0
2000,1,5,13,0,562,562,0
2000,1,5,13,30,533,533,0
2000,1,5,14,0,490,490,0
2000,1,5,14,30,432,432,0
