Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1083713,-,-,-,35.73,-79.18,-5,156,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,GHI,Clearsky GHI,Cloud Type
2003,1,1,0,0,0,0,7
2003,1,1,0,30,0,0,7
2003,1,1,1,0,0,0,7
2003,1,1,1,30,0,0,8
2003,1,1,2,0,0,0,7
2003,1,1,2,30,0,0,7
2003,1,1,3,0,0,0,7
2003,1,1,3,30,0,0,7
2003,1,1,4,0,0,0,6
2003,1,1,4,30,0,0,6
2003,1,1,5,0,0,0,6
2003,1,1,5,30,0,0,6
2003,1,1,6,0,0,0,6
2003,1,1,6,30,0,0,6
2003,1,1,7,0,0,0,6
2003,1,1,7,30,0,0,7
2003,1,1,8,0,51,51,4
2003,1,1,8,30,125,125,1
2003,1,1,9,0,208,208,1
2003,1,1,9,30,143,287,7
2003,1,1,10,0,148,361,3
2003,1,1,10,30,102,423,4
2003,1,1,11,0,74,473,3
2003,1,1,11,30,208,510,3
2003,1,1,12,0,432,534,7
2003,1,1,12,30,142,535,4
2003,1,1,13,0,290,515,2
2003,1,1,13,30,370,484,3
2003,1,1,14,0,384,433,7
2003,1,1,14,30,202,376,4
2003,1,1,15,0,62,308,4
2003,1,1,15,30,234,234,0
2003,1,1,16,0,158,158,0
2003,1,1,16,30,80,80,0
2003,1,1,17,0,17,17,0
2003,1,1,17,30,0,0,0
2003,1,1,18,0,0,0,0
2003,1,1,18,30,0,0,3
2003,1,1,19,0,0,0,0
2003,1,1,19,30,0,0,0
2003,1,1,20,0,0,0,0
2003,1,1,20,30,0,0,0
2003,1,1,21,0,0,0,0
2003,1,1,21,30,0,0,0
2003,1,1,22,0,0,0,0
2003,1,1,22,30,0,0,0
2003,1,1,23,0,0,0,0
2003,1,1,23,30,0,0,0
2003,1,2,0,0,0,0,0
2003,1,2,0,30,0,0,0
2003,1,2,1,0,0,0,0
2003,1,2,1,30,0,0,0
2003,1,2,2,0,0,0,0
2003,1,2,2,30,0,0,0
2003,1,2,3,0,0,0,0
2003,1,2,3,30,0,0,0
2003,1,2,4,0,0,0,0
2003,1,2,4,30,0,0,0
2003,1,2,5,0,0,0,0
2003,1,2,5,30,0,0,1
2003,1,2,6,0,0,0,0
2003,1,2,6,30,0,0,0
2003,1,2,7,0,0,0,1
2003,1,2,7,30,0,0,0
2003,1,2,8,0,56,56,0
2003,1,2,8,30,133,133,0
2003,1,2,9,0,215,215,1
2003,1,2,9,30,158,293,3
2003,1,2,10,0,181,362,3
2003,1,2,10,30,187,421,3
2003,1,2,11,0,135,468,3
2003,1,2,11,30,121,501,3
2003,1,2,12,0,100,518,3
2003,1,2,12,30,97,521,3
2003,1,2,13,0,88,507,3
2003,1,2,13,30,99,479,3
2003,1,2,14,0,78,438,3
2003,1,2,14,30,58,383,3
2003,1,2,15,0,55,318,3
2003,1,2,15,30,11,243,3
2003,1,2,16,0,159,159,0
2003,1,2,16,30,80,80,1
2003,1,2,17,0,16,16,1
2003,1,2,17,30,0,0,1
2003,1,2,18,0,0,0,1
2003,1,2,18,30,0,0,1
2003,1,2,19,0,0,0,1
2003,1,2,19,30,0,0,1
2003,1,2,20,0,0,0,7
2003,1,2,20,30,0,0,7
2003,1,2,21,0,0,0,7
2003,1,2,21,30,0,0,7
2003,1,2,22,0,0,0,7
2003,1,2,22,30,0,0,7
2003,1,2,23,0,0,0,7
2003,1,2,23,30,0,0,7
2003,1,3,0,0,0,0,7
2003,1,3,0,30,0,0,7
2003,1,3,1,0,0,0,7
2003,1,3,1,30,0,0,7
2003,1,3,2,0,0,0,4
2003,1,3,2,30,0,0,7
2003,1,3,3,0,0,0,4
2003,1,3,3,30,0,0,4
2003,1,3,4,0,0,0,8
2003,1,3,4,30,0,0,4
