Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1083713,-,-,-,35.73,-79.18,-5,156,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,v3.0.1
Year,Month,Day,Hour,Minute,GHI,Clearsky GHI,Cloud Type
2014,1,1,0,0,0,0,7
2014,1,1,0,30,0,0,7
2014,1,1,1,0,0,0,7
2014,1,1,1,30,0,0,7
2014,1,1,2,0,0,0,7
2014,1,1,2,30,0,0,7
2014,1,1,3,0,0,0,7
2014,1,1,3,30,0,0,7
2014,1,1,4,0,0,0,6
2014,1,1,4,30,0,0,7
2014,1,1,5,0,0,0,7
2014,1,1,5,30,0,0,7
2014,1,1,6,0,0,0,6
2014,1,1,6,30,0,0,6
2014,1,1,7,0,0,0,6
2014,1,1,7,30,0,0,7
2014,1,1,8,0,49,66,7
2014,1,1,8,30,114,152,7
2014,1,1,9,0,167,240,7
2014,1,1,9,30,266,323,7
2014,1,1,10,0,335,396,4
2014,1,1,10,30,373,458,7
2014,1,1,11,0,416,508,4
2014,1,1,11,30,430,542,7
2014,1,1,12,0,461,560,8
2014,1,1,12,30,462,563,7
2014,1,1,13,0,432,548,7
2014,1,1,13,30,391,518,7
2014,1,1,14,0,362,473,7
2014,1,1,14,30,269,415,7
2014,1,1,15,0,302,344,7
2014,1,1,15,30,157,263,6
2014,1,1,16,0,89,177,6
2014,1,1,16,30,46,91,7
2014,1,1,17,0,9,19,7
2014,1,1,17,30,0,0,7
2014,1,1,18,0,0,0,7
2014,1,1,18,30,0,0,7
2014,1,1,19,0,0,0,7
2014,1,1,19,30,0,0,7
2014,1,1,20,0,0,0,7
2014,1,1,20,30,0,0,7
2014,1,1,21,0,0,0,7
2014,1,1,21,30,0,0,7
2014,1,1,22,0,0,0,7
2014,1,1,22,30,0,0,7
2014,1,1,23,0,0,0,7
2014,1,1,23,30,0,0,7
2014,1,2,0,0,0,0,7
2014,1,2,0,30,0,0,6
2014,1,2,1,0,0,0,6
2014,1,2,1,30,0,0,7
2014,1,2,2,0,0,0,7
2014,1,2,2,30,0,0,7
2014,1,2,3,0,0,0,7
2014,1,2,3,30,0,0,7
2014,1,2,4,0,0,0,7
2014,1,2,4,30,0,0,6
2014,1,2,5,0,0,0,6
2014,1,2,5,30,0,0,6
2014,1,2,6,0,0,0,7
2014,1,2,6,30,0,0,7
2014,1,2,7,0,0,0,4
2014,1,2,7,30,0,0,6
2014,1,2,8,0,22,55,6
2014,1,2,8,30,52,131,6
2014,1,2,9,0,62,212,6
2014,1,2,9,30,140,288,6
2014,1,2,10,0,112,356,6
2014,1,2,10,30,74,414,6
2014,1,2,11,0,106,459,6
2014,1,2,11,30,84,491,6
2014,1,2,12,0,139,509,6
2014,1,2,12,30,142,511,6
2014,1,2,13,0,202,499,7
2014,1,2,13,30,57,472,7
2014,1,2,14,0,86,432,7
2014,1,2,14,30,82,378,7
2014,1,2,15,0,69,316,7
2014,1,2,15,30,40,242,8
2014,1,2,16,0,35,162,7
2014,1,2,16,30,18,83,7
2014,1,2,17,0,4,18,7
2014,1,2,17,30,0,0,7
2014,1,2,18,0,0,0,7
2014,1,2,18,30,0,0,7
2014,1,2,19,0,0,0,7
2014,1,2,19,30,0,0,8
2014,1,2,20,0,0,0,8
2014,1,2,20,30,0,0,6
2014,1,2,21,0,0,0,4
2014,1,2,21,30,0,0,8
2014,1,2,22,0,0,0,4
2014,1,2,22,30,0,0,4
2014,1,2,23,0,0,0,4
2014,1,2,23,30,0,0,4
2014,1,3,0,0,0,0,4
2014,1,3,0,30,0,0,1
2014,1,3,1,0,0,0,4
2014,1,3,1,30,0,0,4
2014,1,3,2,0,0,0,0
2014,1,3,2,30,0,0,0
2014,1,3,3,0,0,0,0
2014,1,3,3,30,0,0,0
2014,1,3,4,0,0,0,0
2014,1,3,4,30,0,0,0
2014,1,3,5,0,0,0,0
2014,1,3,5,30,0,0,0
2014,1,3,6,0,0,0,0
2014,1,3,6,30,0,0,0
2014,1,3,7,0,0,0,0
2014,1,3,7,30,0,0,0
2014,1,3,8,0,68,68,0
2014,1,3,8,30,156,156,0
2014,1,3,9,0,249,249,0
2014,1,3,9,30,334,334,0
2014,1,3,10,0,411,411,0
2014,1,3,10,30,475,475,0
2014,1,3,11,0,525,525,0
2014,1,3,11,30,560,560,0
2014,1,3,12,0,579,579,0
2014,1,3,12,30,582,582,0
2014,1,3,13,0,569,569,0
2014,1,3,13,30,540,540,0
2014,1,3,14,0,495,495,0
2014,1,3,14,30,437,437,0
2014,1,3,15,0,366,366,0
2014,1,3,15,30,285,285,0
2014,1,3,16,0,196,196,0
2014,1,3,16,30,105,105,0
2014,1,3,17,0,25,25,0
2014,1,3,17,30,0,0,0
2014,1,3,18,0,0,0,0
2014,1,3,18,30,0,0,0
2014,1,3,19,0,0,0,0
2014,1,3,19,30,0,0,0
2014,1,3,20,0,0,0,0
2014,1,3,20,30,0,0,0
2014,1,3,21,0,0,0,0
2014,1,3,21,30,0,0,0
2014,1,3,22,0,0,0,0
2014,1,3,22,30,0,0,0
2014,1,3,23,0,0,0,0
2014,1,3,23,30,0,0,0
2014,1,4,0,0,0,0,0
2014,1,4,0,30,0,0,0
2014,1,4,1,0,0,0,0
2014,1,4,1,30,0,0,0
